District Name,Market Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Date,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,relative_humidity_2m_max,relative_humidity_2m_min
Jaunpur,Shahganj,Rice,3020,3100,3060,10/6/2024,44.7,29,0,0,44,11
Jaunpur,Shahganj,Rice,3200,3300,3240,11/6/2024,45,29.5,0,0,37,14
Jaunpur,Shahganj,Rice,3150,3250,3200,12/6/2024,44.8,29.7,0,0,66,17
Jaunpur,Shahganj,Rice,3150,3240,3200,13-06-2024,45.5,29.6,0,0,57,13
Jaunpur,Shahganj,Rice,3100,3140,3120,14-06-2024,45.5,32.4,0,0,38,15
Jaunpur,Shahganj,Rice,3300,3460,3400,15-06-2024,44.8,31.4,0,0,75,18
Jaunpur,Shahganj,Rice,2900,3000,2960,16-06-2024,46.2,30.3,0,0,64,14
Jaunpur,Shahganj,Rice,3325,3370,3350,17-06-2024,46.8,31.7,0,0,69,15
Jaunpur,Shahganj,Rice,3100,3200,3140,18-06-2024,45.4,34.9,0,0,42,21
Jaunpur,Shahganj,Rice,3280,3320,3300,19-06-2024,42.4,31.7,0,0,60,28
Jaunpur,Shahganj,Rice,3330,3390,3360,20-06-2024,35.3,27.7,1.3,1.3,85,45
Jaunpur,Shahganj,Rice,3150,3300,3210,21-06-2024,36.1,27.7,0.2,0.2,84,47
Jaunpur,Shahganj,Rice,3300,3400,3320,22-06-2024,37,27.8,1,1,87,48
Jaunpur,Shahganj,Rice,3100,3220,3160,23-06-2024,37.6,27.4,4.5,4.5,93,46
Jaunpur,Shahganj,Rice,3100,3140,3120,24-06-2024,37.3,27.5,10.2,10.2,95,48
Jaunpur,Shahganj,Rice,2900,3000,2950,25-06-2024,35.8,27.1,13.3,13.3,92,54
Jaunpur,Shahganj,Rice,2950,3050,2980,26-06-2024,34.6,27.4,10.9,10.9,97,58
Jaunpur,Shahganj,Rice,3300,3400,3350,27-06-2024,35.9,26.7,9.8,9.8,94,57
Jaunpur,Shahganj,Rice,3345,3400,3375,28-06-2024,33.6,26.9,22.5,22.5,95,63
Jaunpur,Shahganj,Rice,3340,3390,3365,29-06-2024,34,27.2,9,9,95,63
Jaunpur,Shahganj,Rice,3150,3300,3210,30-06-2024,33.1,26.1,15.1,15.1,95,64
Jaunpur,Shahganj,Rice,3120,3200,3180,1/7/2024,33.1,25.9,29.1,29.1,96,67
Jaunpur,Shahganj,Rice,3350,3480,3400,2/7/2024,30.7,26,43,43,96,75
Jaunpur,Shahganj,Rice,3200,3300,3260,3/7/2024,30,26.5,11.3,11.3,96,76
Jaunpur,Shahganj,Rice,3180,3240,3210,4/7/2024,31.7,26.3,6.9,6.9,97,71
Jaunpur,Shahganj,Rice,3100,3200,3140,5/7/2024,30.4,26.3,27.3,27.3,96,74
Jaunpur,Shahganj,Rice,3240,3380,3310,6/7/2024,32.4,26.2,34.5,34.5,97,66
Jaunpur,Shahganj,Rice,2600,2750,2650,7/7/2024,30.8,26.2,15.7,15.7,97,75
Jaunpur,Shahganj,Rice,3200,3300,3260,8/7/2024,32.6,26.5,5.6,5.6,97,73
Jaunpur,Shahganj,Rice,2950,3050,2970,9/7/2024,34,27.2,6.8,6.8,94,65
Jaunpur,Shahganj,Rice,3250,3400,3310,10/7/2024,34.1,26.7,19.8,19.8,97,66
Jaunpur,Shahganj,Rice,2950,3050,3000,11/7/2024,32.8,26.9,16.5,16.5,98,73
Jaunpur,Shahganj,Rice,2600,2800,2700,12/7/2024,32.4,25.8,20.1,20.1,96,71
Jaunpur,Shahganj,Rice,3150,3250,3210,13-07-2024,32.1,26,15.2,15.2,99,68
Jaunpur,Shahganj,Rice,2900,3000,2950,14-07-2024,32.6,25.7,30.9,30.9,97,70
Jaunpur,Shahganj,Rice,3275,3325,3300,15-07-2024,34.7,26.5,9.9,9.9,95,60
Jaunpur,Shahganj,Rice,3300,3340,3320,16-07-2024,34.5,28.6,0.5,0.5,84,59
Jaunpur,Shahganj,Rice,3200,3300,3230,17-07-2024,33.1,28.2,0.2,0.2,85,68
Jaunpur,Shahganj,Rice,2950,3080,3010,18-07-2024,35.5,28.4,0.3,0.3,89,58
Jaunpur,Shahganj,Rice,2900,3050,2980,19-07-2024,34.8,27.1,1.6,1.6,94,64
Jaunpur,Shahganj,Rice,3240,3400,3300,20-07-2024,35.1,27.8,1.8,1.8,92,59
Jaunpur,Shahganj,Rice,2600,2750,2670,21-07-2024,34.5,28.6,0.3,0.3,82,58
Jaunpur,Shahganj,Rice,2650,2800,2710,22-07-2024,34.8,28.4,1.4,1.4,87,58
Jaunpur,Shahganj,Rice,3130,3190,3160,23-07-2024,32.7,27.5,6.5,6.5,97,67
Jaunpur,Shahganj,Rice,3240,3280,3260,24-07-2024,34.2,26.9,1.4,1.4,97,62
Jaunpur,Shahganj,Rice,3300,3400,3350,25-07-2024,33.8,27,9,9,98,68
Jaunpur,Shahganj,Rice,3140,3200,3180,26-07-2024,34.3,26.6,9.3,9.3,97,67
Jaunpur,Shahganj,Rice,2970,3100,3020,27-07-2024,34.5,26.8,4.6,4.6,96,64
Jaunpur,Shahganj,Rice,3050,4050,3090,28-07-2024,35,28.8,0.5,0.5,82,58
Jaunpur,Shahganj,Rice,3150,3300,3210,29-07-2024,35.6,28.8,2.9,2.9,87,57
Jaunpur,Shahganj,Rice,3100,3250,3200,30-07-2024,35.5,26.7,3,3,95,59
Jaunpur,Shahganj,Rice,2900,3000,2960,31-07-2024,33.6,26,15.7,15.7,97,65
Jaunpur,Shahganj,Rice,2650,2800,2700,1/8/2024,32.5,25.4,13.8,13.8,97,69
Jaunpur,Shahganj,Rice,2850,2980,2910,2/8/2024,31.7,26,4.8,4.8,97,67
Jaunpur,Shahganj,Rice,2960,3040,3000,3/8/2024,29.6,26.4,8.7,8.7,89,75
Jaunpur,Shahganj,Rice,3200,3320,3280,4/8/2024,32.7,26.1,7.1,7.1,92,67
Jaunpur,Shahganj,Rice,3150,3300,3210,5/8/2024,33.1,26,0.4,0.4,95,60
Jaunpur,Shahganj,Rice,3150,3300,3210,6/8/2024,30.1,26.6,0.8,0.8,97,78
Jaunpur,Shahganj,Rice,3300,3360,3330,7/8/2024,31.7,25.4,5.2,5.2,98,70
Jaunpur,Shahganj,Rice,2700,2800,2730,8/8/2024,30.1,25.5,20.4,20.4,97,75
Jaunpur,Shahganj,Rice,3150,3300,3210,9/8/2024,30.7,25.7,16.6,16.6,97,76
Jaunpur,Shahganj,Rice,2950,3050,3000,10/8/2024,31.1,25.4,10.3,10.3,97,69
Jaunpur,Shahganj,Rice,3200,3300,3220,11/8/2024,31.2,25.6,2.9,2.9,96,73
Jaunpur,Shahganj,Rice,3150,3300,3210,12/8/2024,31.6,26,3.4,3.4,97,72
Jaunpur,Shahganj,Rice,2900,3000,2950,13-08-2024,32.5,26,2.6,2.6,98,69
Jaunpur,Shahganj,Rice,3355,3405,3380,14-08-2024,31,26.5,20.2,20.2,98,74
Jaunpur,Shahganj,Rice,2800,2900,2830,15-08-2024,32.9,26.2,8.7,8.7,99,67
Jaunpur,Shahganj,Rice,3285,3335,3310,16-08-2024,33.5,25.6,3.7,3.7,97,66
Jaunpur,Shahganj,Rice,3050,3180,3110,17-08-2024,33,25.7,5.4,5.4,98,68
Jaunpur,Shahganj,Rice,3000,3100,3050,18-08-2024,32.5,25.8,11.6,11.6,97,66
Jaunpur,Shahganj,Rice,2650,2750,2700,19-08-2024,32.8,25.2,1.8,1.8,98,66
Jaunpur,Shahganj,Rice,3100,3200,3160,20-08-2024,32.1,26,7.4,7.4,98,72
Jaunpur,Shahganj,Rice,2700,2800,2740,21-08-2024,32.2,25.6,6.8,6.8,96,70
Jaunpur,Shahganj,Rice,3200,3300,3240,22-08-2024,31.6,24.8,21.8,21.8,99,74
Jaunpur,Shahganj,Rice,2950,3100,3000,23-08-2024,31.1,24.7,18.9,18.9,99,70
Jaunpur,Shahganj,Rice,2900,3000,2940,24-08-2024,32.2,25.4,11.2,11.2,95,67
Jaunpur,Shahganj,Rice,2900,3000,2960,25-08-2024,32.2,25.5,4.1,4.1,97,67
Jaunpur,Shahganj,Rice,3080,3140,3110,26-08-2024,31.8,25.6,12.5,12.5,96,73
Jaunpur,Shahganj,Rice,2960,3100,3020,27-08-2024,29.4,25.3,16.9,16.9,96,75
Jaunpur,Shahganj,Rice,3150,3250,3200,28-08-2024,30.2,24.7,33.3,33.3,99,74
Jaunpur,Shahganj,Rice,3150,3300,3210,29-08-2024,33.2,24.2,0.5,0.5,98,57
Jaunpur,Shahganj,Rice,3100,3200,3160,30-08-2024,33,25.8,1.1,1.1,97,70
Jaunpur,Shahganj,Rice,3200,3300,3250,31-08-2024,33.4,26.5,8,8,96,64
Jaunpur,Shahganj,Rice,2280,3340,3300,1/9/2024,32,26,14.1,14.1,98,71
Jaunpur,Shahganj,Rice,2640,2740,2680,2/9/2024,32.7,26.6,0.6,0.6,91,63
Jaunpur,Shahganj,Rice,3200,3350,3280,3/9/2024,33.5,26.8,0,0,89,60
Jaunpur,Shahganj,Rice,2550,2700,2610,4/9/2024,32.5,26.6,5.1,5.1,98,71
Jaunpur,Shahganj,Rice,3200,3320,3260,5/9/2024,30.9,25.9,22.2,22.2,100,76
Jaunpur,Shahganj,Rice,2900,3100,3010,6/9/2024,32.1,25.6,0.6,0.6,98,65
Jaunpur,Shahganj,Rice,2650,2800,2730,7/9/2024,33.1,25.7,1.4,1.4,99,65
Jaunpur,Shahganj,Rice,3250,3340,3300,8/9/2024,33.1,26.6,6.4,6.4,97,68
Jaunpur,Shahganj,Rice,3320,3360,3340,9/9/2024,32.8,26.3,7.3,7.3,97,72
Jaunpur,Shahganj,Rice,2700,2800,2730,10/9/2024,32.8,27.5,0.5,0.5,90,62
Jaunpur,Shahganj,Rice,3200,3300,3250,11/9/2024,32.2,27,19.3,19.3,95,68
Jaunpur,Shahganj,Rice,2950,3050,3000,12/9/2024,32.5,27,8.8,8.8,93,67
Jaunpur,Shahganj,Rice,2650,2750,2700,13-09-2024,31.8,26.4,0.8,0.8,92,71
Jaunpur,Shahganj,Rice,3350,3450,3400,14-09-2024,31.5,25.2,0.2,0.2,93,62
Jaunpur,Shahganj,Rice,3250,3310,3280,15-09-2024,30.8,26.3,0.7,0.7,87,68
Jaunpur,Shahganj,Rice,3100,3250,3140,16-09-2024,31.4,25.5,2.4,2.4,92,65
Jaunpur,Shahganj,Rice,3150,3250,3200,17-09-2024,27.8,25.3,52.1,52.1,92,78
Jaunpur,Shahganj,Rice,3180,3300,3220,18-09-2024,32,25.8,0.3,0.3,87,62
Jaunpur,Shahganj,Rice,3000,3100,3050,19-09-2024,32.8,24.9,0,0,94,61
Jaunpur,Shahganj,Rice,3180,3300,3210,20-09-2024,32.6,24.6,0,0,94,58
Jaunpur,Shahganj,Rice,2950,3050,3000,21-09-2024,33.3,25,0,0,94,56
Jaunpur,Shahganj,Rice,3150,3250,3200,22-09-2024,33.6,25.5,0,0,91,57
Jaunpur,Shahganj,Rice,2960,3050,3010,23-09-2024,33.4,25.6,0,0,95,64
Jaunpur,Shahganj,Rice,2900,3000,2960,24-09-2024,32.3,25.6,4,4,95,70
Jaunpur,Shahganj,Rice,3150,3250,3200,25-09-2024,31.6,26.6,4,4,92,69
Jaunpur,Shahganj,Rice,3250,3400,3320,26-09-2024,29.4,24.9,23.1,23.1,96,74
Jaunpur,Shahganj,Rice,3150,3300,3210,27-09-2024,29.7,24.9,37,37,96,76
Jaunpur,Shahganj,Rice,3070,3130,3100,28-09-2024,29.5,24.8,15.9,15.9,99,80
Jaunpur,Shahganj,Rice,3360,3400,3380,29-09-2024,30.7,24.2,7.1,7.1,99,75
Jaunpur,Shahganj,Rice,2900,3000,2950,30-09-2024,31.5,24.9,1.1,1.1,99,67
Jaunpur,Shahganj,Rice,3200,3350,3260,1/10/2024,32.2,25.6,0.2,0.2,91,59
Jaunpur,Shahganj,Rice,3100,3200,3120,2/10/2024,32.7,25.5,0.4,0.4,92,59
Jaunpur,Shahganj,Rice,3100,3200,3140,3/10/2024,32.7,25.2,0.3,0.3,94,60
Jaunpur,Shahganj,Rice,2950,3100,3000,4/10/2024,32.7,24.4,0.2,0.2,99,63
Jaunpur,Shahganj,Rice,2760,2850,2800,5/10/2024,31.4,24.7,2.3,2.3,97,71
Jaunpur,Shahganj,Rice,3200,3350,3280,6/10/2024,30.7,23.6,1.6,1.6,98,71
Jaunpur,Shahganj,Rice,3100,3200,3150,7/10/2024,30.9,23.5,0,0,99,69
Jaunpur,Shahganj,Rice,3200,3300,3220,8/10/2024,31.8,23.7,0,0,99,60
Jaunpur,Shahganj,Rice,3150,3250,3210,9/10/2024,31.6,24.5,4.8,4.8,93,67
Jaunpur,Shahganj,Rice,3150,3300,3210,10/10/2024,32,23.4,0,0,98,53
Jaunpur,Shahganj,Rice,3300,3400,3350,11/10/2024,31.6,23.8,0,0,89,56
Jaunpur,Shahganj,Rice,3200,3300,3240,12/10/2024,30.4,22.8,0,0,84,50
Jaunpur,Shahganj,Rice,3200,3300,3240,13-10-2024,31.2,23.8,0,0,91,54
Jaunpur,Shahganj,Rice,2950,3050,3000,14-10-2024,30.4,23,0.1,0.1,97,53
Jaunpur,Shahganj,Rice,2900,3000,2950,15-10-2024,31.1,23.4,0,0,93,58
Jaunpur,Shahganj,Rice,2870,3000,2920,16-10-2024,31.4,21.4,0,0,95,47
Jaunpur,Shahganj,Rice,2900,3000,2950,17-10-2024,31.1,21,0,0,92,48
Jaunpur,Shahganj,Rice,3150,3300,3210,18-10-2024,31.5,21.3,0,0,91,48
Jaunpur,Shahganj,Rice,3200,3300,3240,19-10-2024,32,21.2,0,0,93,49
Jaunpur,Shahganj,Rice,3300,3400,3320,20-10-2024,32.3,22.2,0,0,88,48
Jaunpur,Shahganj,Rice,3150,3250,3200,21-10-2024,32.1,21.6,0.4,0.4,96,48
Jaunpur,Shahganj,Rice,3100,3300,3200,22-10-2024,31.6,21.7,0,0,96,53
Jaunpur,Shahganj,Rice,3200,3300,3250,23-10-2024,31.4,21.7,0,0,92,49
Jaunpur,Shahganj,Rice,3070,3130,3100,24-10-2024,31,22.3,0.2,0.2,89,58
Jaunpur,Shahganj,Rice,3100,3200,3140,25-10-2024,30.3,22.2,0,0,94,57
Jaunpur,Shahganj,Rice,2900,3000,2960,26-10-2024,30.8,20.4,0,0,96,53
Jaunpur,Shahganj,Rice,2950,3040,3000,27-10-2024,29,23.9,0.2,0.2,92,66
Jaunpur,Shahganj,Rice,2970,3100,3020,28-10-2024,31,23.3,0.3,0.3,95,61
Jaunpur,Shahganj,Rice,3200,3300,3250,29-10-2024,30.7,23.6,0.5,0.5,96,62
Jaunpur,Shahganj,Rice,3200,3320,3250,30-10-2024,32.4,22.7,0,0,96,49
Jaunpur,Shahganj,Rice,2930,3000,2970,31-10-2024,33.3,22.3,0,0,91,42
Jaunpur,Shahganj,Rice,3070,3130,3100,1/11/2024,32.8,21.4,0,0,88,33
Jaunpur,Shahganj,Rice,2900,3000,2940,2/11/2024,31.3,18.8,0,0,88,36
Jaunpur,Shahganj,Rice,2900,3000,2960,3/11/2024,30.9,19.6,0,0,77,41
Jaunpur,Shahganj,Rice,3325,3350,3335,4/11/2024,30.1,19.9,0,0,89,50
Jaunpur,Shahganj,Rice,3150,3250,3200,5/11/2024,29.2,20.7,0.2,0.2,97,57
Jaunpur,Shahganj,Rice,3150,3300,3210,6/11/2024,30.2,19.9,0,0,97,50
Jaunpur,Shahganj,Rice,3100,3200,3160,7/11/2024,29.9,20.7,0,0,93,51
Jaunpur,Shahganj,Rice,3350,3390,3370,8/11/2024,29.2,20.6,0.2,0.2,95,53
Jaunpur,Shahganj,Rice,3150,3240,3200,9/11/2024,29.2,19.8,0,0,95,52
Jaunpur,Shahganj,Rice,3100,3250,3150,10/11/2024,29.4,20.3,0,0,96,52
Jaunpur,Shahganj,Rice,3300,3340,3320,11/11/2024,29.7,19.4,0,0,94,50
Jaunpur,Shahganj,Rice,2950,3100,3020,12/11/2024,29.9,19,0,0,94,47
Jaunpur,Shahganj,Rice,3200,3320,3280,13-11-2024,30.5,18.2,0,0,94,38
Jaunpur,Shahganj,Rice,3325,3375,3350,14-11-2024,29.5,17.3,0,0,91,38
Jaunpur,Shahganj,Rice,3000,3100,3020,15-11-2024,29.1,16.9,0,0,94,39
Jaunpur,Shahganj,Rice,3260,3340,3300,16-11-2024,28.7,16.5,0,0,92,38
Jaunpur,Shahganj,Rice,3150,3280,3200,17-11-2024,28.9,16.1,0,0,90,38
Jaunpur,Shahganj,Rice,3140,3240,3180,18-11-2024,28.3,16.3,0,0,91,42
Jaunpur,Shahganj,Rice,3200,3300,3250,19-11-2024,27.7,15.8,0,0,94,43
Jaunpur,Shahganj,Rice,2900,3000,2950,20-11-2024,26,14.9,0,0,90,41
Jaunpur,Shahganj,Rice,3250,3400,3310,21-11-2024,24.8,13.1,0,0,90,45
Jaunpur,Shahganj,Rice,3050,3140,3100,22-11-2024,24.3,12.8,0,0,92,44
Jaunpur,Shahganj,Rice,3325,3375,3350,23-11-2024,24.9,13.1,0,0,89,50
Jaunpur,Shahganj,Rice,3100,3200,3140,24-11-2024,25.6,14,0,0,94,47
Jaunpur,Shahganj,Rice,3150,3250,3200,25-11-2024,26.6,14,0,0,93,43
Jaunpur,Shahganj,Rice,3150,3300,3210,26-11-2024,26.2,13.9,0,0,94,47
Jaunpur,Shahganj,Rice,3200,3400,3300,27-11-2024,25,13.2,0,0,91,36
Jaunpur,Shahganj,Rice,3730,3770,3750,28-11-2024,24.6,12.5,0,0,91,41
Jaunpur,Shahganj,Rice,2980,3100,3020,29-11-2024,24.5,12,0,0,89,42
Jaunpur,Shahganj,Rice,3150,3250,3200,30-11-2024,24.3,11.5,0,0,91,42
Jaunpur,Shahganj,Rice,3250,3350,3300,1/12/2024,23.8,10.8,0,0,95,48
Jaunpur,Shahganj,Rice,3200,3300,3250,2/12/2024,24.4,11.5,0,0,94,49
Jaunpur,Shahganj,Rice,2650,2750,2710,3/12/2024,25.3,11.9,0,0,94,53
Jaunpur,Shahganj,Rice,3200,3300,3220,4/12/2024,26.3,13.9,0,0,91,44
Jaunpur,Shahganj,Rice,3200,3300,3220,5/12/2024,25.1,14,0,0,90,38
Jaunpur,Shahganj,Rice,3200,3350,3230,6/12/2024,23.2,12,0,0,84,34
Jaunpur,Shahganj,Rice,2600,2700,2650,7/12/2024,23.2,10.4,0,0,90,45
Jaunpur,Shahganj,Rice,2850,3000,2910,8/12/2024,23.5,10.8,0,0,90,45
Jaunpur,Shahganj,Rice,3000,3100,3020,9/12/2024,24,13.1,0.9,0.9,92,49
Jaunpur,Shahganj,Rice,3200,3320,3270,10/12/2024,21.9,12,0,0,94,41
Jaunpur,Shahganj,Rice,3220,3300,3260,11/12/2024,21.1,9.4,0,0,83,40
Jaunpur,Shahganj,Rice,2900,3000,2940,12/12/2024,21.4,7.9,0,0,85,43
Jaunpur,Shahganj,Rice,2970,3060,3020,13-12-2024,21.3,9,0,0,84,43
Jaunpur,Shahganj,Rice,2600,2740,2660,14-12-2024,19.9,8.9,0,0,82,47
Jaunpur,Shahganj,Rice,2700,2800,2730,15-12-2024,20.3,6.7,0,0,94,47
Jaunpur,Shahganj,Rice,2650,2800,2720,16-12-2024,21.7,7.7,0,0,94,45
Jaunpur,Shahganj,Rice,2750,2840,2800,17-12-2024,22.3,8.3,0,0,93,47
Jaunpur,Shahganj,Rice,3150,3300,3210,18-12-2024,22.5,9,0,0,94,51
Jaunpur,Shahganj,Rice,2800,2900,2850,19-12-2024,22.7,9.7,0,0,94,53
Jaunpur,Shahganj,Rice,2900,3000,2940,20-12-2024,23,10.3,0,0,96,54
Jaunpur,Shahganj,Rice,3200,3320,3280,21-12-2024,22.9,10.6,0,0,93,50
Jaunpur,Shahganj,Rice,2850,2930,2900,22-12-2024,22.5,9.4,0,0,94,42
Jaunpur,Shahganj,Rice,2850,3000,2920,23-12-2024,23.3,10.2,0,0,90,54
Jaunpur,Shahganj,Rice,3350,3500,3400,24-12-2024,23.1,12.6,0,0,92,53
Jaunpur,Shahganj,Rice,2900,3000,2940,25-12-2024,21.9,14.4,1,1,92,63
Jaunpur,Shahganj,Rice,3120,3180,3150,26-12-2024,24,13.1,0,0,97,57
Jaunpur,Shahganj,Rice,3200,3300,3280,27-12-2024,25.3,13.4,0,0,100,57
Jaunpur,Shahganj,Rice,2900,3000,2940,28-12-2024,19.4,15.1,17.2,17.2,96,85
Jaunpur,Shahganj,Rice,3000,3100,3040,29-12-2024,23.2,13.7,0,0,100,65
Jaunpur,Shahganj,Rice,3120,3300,3200,30-12-2024,21,11.6,0,0,96,60
Jaunpur,Shahganj,Rice,3200,3320,3280,31-12-2024,19.6,9.7,0,0,99,66
